user_id	name	review_count	yelping_since	fans	cool	cute	funny	hot	list	more	note	photos	plain	profile	writer	uv_cool	uv_funny	uv_useful	average_rate
S6AvVYHwd949SIwIvcwB8w	Melissa	6	2012-05-01	0	NA	NA	1	NA	NA	NA	NA	NA	2	NA	NA	3	7	33	low
od7cSY1dZAQ7cIlNUJPVww	Heather	30	2013-05-01	0	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	5	1	16	low
2JAdkLe0GG8WxfrGwSDXaw	Myra	23	2010-07-01	1	1	NA	2	1	NA	NA	2	NA	NA	NA	2	23	24	54	low
wmgiWPP0Nn_wP-ZAzNJGXg	Julie	62	2006-10-01	0	2	NA	NA	NA	NA	2	NA	NA	1	NA	1	18	6	21	low
YneSTqU6UrtQ7e6szjg4BQ	Christie	14	2011-02-01	11	10	2	NA	3	NA	1	12	NA	16	NA	1	10	6	27	low
q6dO47biiFA1trnplhakyQ	manolis	4	2011-01-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	low
F9vAdVIjF_AAZjvtV4VATw	Amy	2	2012-04-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	low
59YrxFPz9Vd3YpqEfKXi7w	Jessica	14	2012-09-01	0	1	NA	NA	1	NA	NA	1	NA	NA	NA	1	1	1	7	low
7Kzy-6_sViMCdzgSW5va8g	Josh	4	2012-09-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	7	low
mC6kiyzOHPVOFe9coEBD1A	Rachael	215	2013-06-01	5	8	NA	NA	4	NA	NA	5	NA	6	1	11	73	66	225	low
RCjc81wJhh7u5PPitT_iJg	Adrienne	44	2011-06-01	0	1	NA	NA	NA	NA	NA	NA	NA	1	NA	2	2	0	36	low
E0Jlu_qEH1Ko-vhOr5KR_Q	Justin	72	2008-04-01	2	2	NA	3	2	NA	1	1	1	1	NA	2	33	54	84	low
7eWIkwddjQsdkqhiQzCjDQ	Shannon	754	2009-04-01	78	1251	108	251	1160	14	46	164	82	714	69	347	4027	3361	4676	low
9CCbGAVpEEnafAjuKZC7xw	Monica	1	2011-02-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	low
rLO8KVzqmftEI_Igz0-BFQ	Mae	15	2011-03-01	0	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0	4	5	low
6TA5zhPc2EfD_O6X1P5Hwg	Francesca	113	2007-08-01	0	7	NA	1	NA	NA	NA	5	NA	3	NA	NA	39	61	169	low
mcMgNJ58Ky6YgLJHAqA15Q	Katie	6	2010-05-01	0	NA	NA	1	NA	NA	NA	NA	1	NA	NA	1	3	6	4	low
NTeqzAu-9QOnEOtrrwAOng	Ana	5	2011-09-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	2	low
r53TYZVFlcnBPoQW_erTWg	Julie	6	2011-05-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	6	4	low
7qirJ4QsEyufs6Uznk2zeA	Jay	5	2013-01-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	3	low
D3kBC-5fPND_rnKIidrvLA	jennie	90	2007-10-01	5	24	3	NA	20	NA	1	5	2	7	2	2	68	65	110	low
4gQTl-I7d-K6UZsllGf9pA	Matt	332	2007-06-01	6	16	1	9	3	2	2	7	1	7	NA	15	155	108	369	low
r9eegeUzH6wa6eknBlRiVQ	Maryjane	27	2010-08-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	13	low
gW5Lf7tEv-1FCmf6S4DJvQ	Kazu	184	2009-05-01	9	27	1	12	19	1	5	11	NA	28	5	2	127	123	187	low
8Qnty77Wt99stB8YO6d0lA	Chris	8	2007-10-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	6	4	low
K3gyYp_Q-NaRWOeij2_OmA	Sherry	3	2011-12-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	2	low
k40Nvvj7dRAyTbn7C_i_SQ	Dan	20	2010-06-01	0	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	5	4	17	low
l0dST7wki3yOpzBf739o-g	Yvette	4	2013-07-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	5	low
iSGMocGcppfcWv1edA2oJA	Justin	91	2008-04-01	3	3	NA	NA	1	NA	1	3	NA	2	NA	7	79	72	164	low
dYkvw1NNN9U6_og-txFZ6g	Marie	167	2009-04-01	2	5	2	1	2	NA	NA	2	NA	8	NA	7	77	76	211	low
rpjYF15MOjqtKCxDwkdzFQ	Andy	6	2011-07-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	4	low
i4nYhtvutFioe99rIyVonA	Volkan	11	2010-07-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	4	27	low
pLO4JmiEo7Gz3rtUYg2xvw	Carol	1	2009-02-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	9	low
UbDDDUdG5VkHJqBPQ01YAA	Dana	1	2013-01-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	2	low
qau5rs-9lf7zloiI4mhA_Q	Diva	1	2011-05-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	low
b2IEvSOG5CSMaZYlk3Au2g	Wendy	10	2011-06-01	0	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	3	8	12	low
HGc5s4sFuQI_gvvpsKKVow	Grace	51	2009-12-01	0	2	NA	NA	NA	NA	1	2	NA	NA	NA	4	36	35	108	low
O_ImUxuBfVT1kEJSuaLXiA	Megan	8	2009-05-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	12	low
1WGF-Sod2HT4tRsulupfVw	Julie	21	2013-03-01	0	2	NA	NA	NA	NA	1	NA	NA	1	NA	NA	2	4	19	low
BSNMxoul8JiIA4vmo0D6xQ	Frances	48	2010-11-01	0	1	NA	NA	NA	NA	NA	1	NA	1	NA	1	13	4	70	low
y19XcMnE8xwmXCrC-bZrFA	Kyle	9	2010-09-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	8	16	low
vGP0Sl_wwiKOcX3Yf7SKpA	carolyn	4	2010-10-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1	5	low
n7QzhIAJ-EDZX5QpVWP-Vw	Maysa	3	2012-07-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	9	low
AIr0fG0lA7jJTMVRYiBwkw	Dylan	2	2011-10-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	7	9	low
aSlvQF0pc3aqI6u61FkhOQ	Hilary	1	2013-12-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	low
cN0XKFeD-H4D5KolR52znw	Wilson	7	2007-03-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	low
WWft7O2JBUBU84UpWRiGsw	Daniel	13	2011-07-01	2	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	3	13	17	low
PWrN03UEgWJQNfbLjbhSzA	Ryan	3	2012-07-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	3	low
T9qMLtHbbBXDjOCGiRPJ5g	J.	61	2006-08-01	3	7	NA	1	NA	NA	1	1	NA	2	1	NA	44	13	91	low
am9dkAb9mOzClRgO7pEvNQ	Luke	10	2009-09-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	4	high
C_E6wx5yiQw93rXUjwHMqA	Annmarie	7	2010-03-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	2	high
5mUANHWjIoV191xp_4ljyA	Johnson	7	2012-04-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	high
drqxDaKNo7LetXh6CzCi8A	Yosi	22	2014-07-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	4	high
SDRiAqrX7gV8w6ma5r7aZQ	Sharon	227	2009-03-01	15	27	1	7	15	NA	3	7	7	6	NA	12	134	202	226	high
-iMhSl5jV5GL7Lv7sFez0w	Marla	2	2013-06-01	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	high
-q-oqfDCV6WiJJrsSXIawg	Albert	11	2013-08-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4	11	high
LzlYSrtbkkOQudqFBt-bxQ	Jarred	1	2013-12-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	high
_F_Veo7apY0NbBhKWJ7DJg	Dallas	88	2010-06-01	2	4	NA	NA	NA	NA	NA	NA	NA	6	NA	1	23	14	56	high
xMW4Y7RZOLEKhvT1d4pJqQ	Melanie	5	2013-07-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	3	high
yZGEB8JW3NFGmtDK1CFTpA	Jeannie	40	2012-02-01	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	16	4	58	high
o1qNpvRDOo5IumOPKuN8Cg	Patti	8	2012-11-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	2	high
tj-FCVA35_Q6ojBZAk8eTg	Justin	40	2009-01-01	1	2	NA	NA	NA	NA	NA	NA	NA	1	NA	1	11	14	33	high
47lvVeXB-pE9L6Xj_b5Q4w	lauren	60	2007-11-01	1	NA	NA	NA	1	NA	NA	1	1	1	NA	NA	13	11	43	high
P6i1aQ5h34UZAiaKp-1fSQ	Andrew	217	2011-12-01	9	125	2	50	40	2	12	40	7	78	5	32	233	181	472	high
PjajA-8mGJTdpvG-hkwbDA	Chris	6	2010-12-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	2	high
5SzPVOBJKKftliHSZq5Q3w	Becky	37	2009-12-01	1	1	NA	NA	1	NA	NA	NA	NA	1	NA	1	7	3	24	high
-XeFGDrpJCTG4oyLEsgPXA	Robert	10	2011-02-01	0	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	4	2	12	high
jqubqDCV6blF1PLBmfBrxQ	Johnna	22	2010-09-01	0	2	NA	NA	NA	NA	NA	1	NA	3	NA	1	7	6	36	high
noCpG6T9-gVcbjVk4rPlFQ	Amanda	1	2013-11-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	high
Ypf6swh5xxi65qS0SiR6jA	Alex	16	2011-11-01	0	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	12	20	11	high
91e8Cg7Vqj7G5XEXK3uaYA	yoko	45	2006-05-01	3	3	NA	NA	NA	NA	NA	1	NA	3	NA	NA	37	7	49	high
Yts2CXV1yU9yVRgH7Bf9Gg	Theresa	231	2009-06-01	1	15	NA	5	2	NA	3	NA	NA	10	NA	4	123	76	205	high
H_HKA7s3PpL2b33sYeO7uA	Norma	73	2010-03-01	6	3	NA	NA	1	NA	1	1	NA	1	1	1	15	10	53	high
RPekyPjyLPiTtMvqytFBNw	Melanie	190	2008-06-01	14	32	6	5	25	1	3	8	11	24	NA	15	217	164	360	high
ur0_XAlgI_9ihQFzQl-bxg	Dayna	56	2010-09-01	1	NA	NA	1	1	NA	NA	1	NA	NA	NA	NA	13	18	61	high
TkP8s0Z9N-r0IAk3_K_Phw	Daniel	181	2010-08-01	6	9	NA	10	6	NA	1	1	3	7	NA	11	224	236	382	high
pbNnQV2LJ0EZOw6VkTjiIA	CL	1	2013-05-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	high
bX7qswW9gNSMaTxdsRXAbw	Rebekkah	6	2011-05-01	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	1	6	4	high
TxRY9GCL-yCtGAz2Cy4x1g	Robert	3	2012-08-01	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	3	high
Kzs2GqtXGE01BJ8y52nLNA	William	1	2011-03-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	high
M1kAwfcq3XEQzB0L3X_WEg	Jake	3	2011-10-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	2	high
IALpp_O9r7vQVGu7Bd_eSA	ruth	7	2008-10-01	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	3	high
uu3Aw_m5e7Chv7Sdu9cW8A	Christina	33	2010-07-01	0	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	5	5	20	high
lI6roNRyICm30NNt-by1Xg	Dan	159	2006-10-01	1	5	NA	1	5	NA	NA	1	NA	NA	NA	1	72	46	161	high
3-u_RmWST-vS1xe0XnZy2Q	Lynn	15	2010-10-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	3	high
FtKebd-xjXbyjiCvxSLMjQ	Michelle	10	2013-05-01	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	high
Pq7F4Jmju5zxi8v03Yjp-w	John	33	2010-10-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	16	high
uZetl9T0NcROGOyFfughhg	lindsey	33	2008-12-01	3	6	2	NA	5	NA	1	6	1	9	NA	2	36	19	87	high
O9qLGyDP6EMMymEV8TAA4g	Dorothy	80	2010-08-01	1	NA	NA	NA	2	NA	NA	NA	1	NA	NA	NA	18	15	45	high
gq00YPu0y7nJUBvucjkNmg	Annie	1	2012-09-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	3	high
vQNx_-d1T9x2uID8GynF4g	Pam	2	2014-01-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1	high
xSNFr6SHEMEv_2q2BcZppA	Josiah	1	2013-12-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	high
AaNQJNO5vnM78D199Vw7iQ	Derek	9	2012-08-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1	high
f24-cawi6-J8cjszh3dqLA	Tony	3	2011-07-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	high
MPGk4SrmyqwG_M-tgG1Q2A	Keith	58	2013-01-01	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	3	13	high
IlVP2CHI0NMkuEi76TynTQ	Aliya	30	2012-12-01	0	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	5	2	23	high
