x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,y
2.0,2.34,3.0,8.0,5.33,31.94,26.0,44.0,35.0,22.84,21.0,35.0,7.0,12.0,27.0,12.0,2.24,2.0,31.0,84.0,31.0,117.0,13007.9,626.02,724.55,3.0,12.0,4.0,12.0,7.0,teamEdward
2.0,2.33,2.0,3.0,2.0,24.77,15.0,21.0,18.0,13.56,11.0,18.0,4.0,6.0,16.0,3.0,2.21,2.0,14.0,45.0,14.0,61.0,3042.34,265.11,170.91,2.25,2.0,2.0,2.0,5.0,teamEdward
4.0,2.01,51.0,17.0,37.66,76.33,24.0,162.0,81.0,37.24,51.0,159.0,14.0,3.0,66.0,3.0,2.01,3.0,94.0,271.0,96.0,428.0,92336.31,2621.79,5131.68,3.0,33.0,4.0,32.0,3.0,teamEdward
5.0,2.43,2.0,4.0,16.29,20.28,18.0,46.0,35.0,25.38,15.0,40.0,6.0,11.0,28.0,6.0,2.2,4.0,20.0,52.0,23.0,90.0,9998.98,429.5,557.39,2.44,2.0,2.0,2.0,9.0,teamEdward
5.0,2.11,17.0,24.0,37.29,67.05,17.0,77.0,32.0,13.02,34.0,49.0,18.0,6.0,30.0,3.0,2.05,2.0,35.0,84.0,38.0,131.0,7895.16,718.54,440.51,2.25,10.0,4.0,10.0,5.0,teamEdward
2.0,2.16,14.0,18.0,29.27,43.51,19.0,64.0,25.0,20.85,25.0,53.0,8.0,7.0,22.0,3.0,2.08,2.0,34.0,98.0,34.0,149.0,14747.1,784.32,821.17,2.2,10.0,4.0,10.0,4.0,teamEdward
2.0,2.5,2.0,4.0,2.0,20.13,12.0,16.0,13.0,9.5,8.0,11.0,4.0,5.0,12.0,3.0,2.21,2.0,8.0,27.0,8.0,36.0,1022.0,138.0,58.67,2.33,2.0,2.0,2.0,4.0,teamEdward
2.0,2.2,2.0,3.0,2.0,11.88,9.0,10.0,5.0,9.0,6.0,10.0,3.0,3.0,6.0,3.0,2.13,2.0,7.0,14.0,7.0,22.0,486.32,71.19,28.91,3.0,2.0,2.0,2.0,3.0,teamEdward
7.0,2.17,11.0,4.0,68.67,14.8,15.0,27.0,9.0,16.86,9.0,18.0,4.0,4.0,9.0,3.0,2.08,3.0,9.0,30.0,14.0,46.0,2827.31,192.16,158.96,2.5,4.0,4.0,4.0,3.0,teamEdward
2.0,2.5,2.0,3.0,2.0,18.07,11.0,13.0,8.0,6.5,7.0,7.0,3.0,4.0,8.0,3.0,2.18,2.0,6.0,16.0,6.0,21.0,327.53,74.34,20.08,2.5,2.0,2.0,2.0,3.0,teamEdward
7.0,2.31,10.0,13.0,29.66,29.19,30.0,62.0,50.0,46.24,27.0,81.0,3.0,14.0,40.0,3.0,2.2,3.0,36.0,133.0,41.0,212.0,53216.67,1204.86,2958.37,2.08,24.0,4.0,24.0,4.0,teamEdward
8.0,2.25,14.0,16.0,52.0,29.07,16.0,54.0,24.0,20.67,17.0,42.0,6.0,8.0,20.0,3.0,2.12,2.0,20.0,66.0,26.0,106.0,9432.96,507.23,525.94,2.17,12.0,4.0,12.0,8.0,teamEdward
4.0,2.4,5.0,14.0,7.62,51.42,40.0,104.0,123.0,61.29,60.0,183.0,14.0,36.0,91.0,19.0,2.33,4.0,86.0,266.0,88.0,447.0,173749.07,2932.31,9654.62,2.5,2.0,2.0,2.0,17.0,teamEdward
2.0,2.29,3.0,5.0,14.5,11.04,9.0,15.0,9.0,8.129999999999999,6.0,9.0,3.0,4.0,9.0,3.0,2.15,2.0,9.0,11.0,9.0,18.0,341.02,57.35,20.83,2.5,4.0,4.0,4.0,4.0,teamEdward
2.0,2.4699999999999998,2.0,3.0,2.0,21.68,21.0,23.0,31.0,27.33,17.0,42.0,2.0,11.0,24.0,11.0,2.43,5.0,21.0,60.0,21.0,100.0,12632.47,500.57,703.69,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.22,5.0,11.0,6.76,70.34,16.0,76.0,86.0,32.72,38.0,160.0,10.0,15.0,75.0,3.0,2.18,2.0,62.0,216.0,62.0,374.0,64503.75,2101.51,3585.43,2.08,2.0,2.0,2.0,15.0,teamEdward
2.0,2.33,2.0,4.0,2.0,10.98,7.0,9.0,3.0,4.5,4.0,4.0,2.0,3.0,4.0,3.0,2.14,2.0,5.0,8.0,5.0,10.0,58.15,24.46,5.12,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.13,3.0,3.0,13.11,22.31,8.0,17.0,3.0,26.0,10.0,66.0,2.0,3.0,4.0,3.0,2.07,5.0,10.0,66.0,10.0,130.0,11698.19,489.34,651.79,3.0,2.0,2.0,2.0,3.0,teamEdward
6.0,2.23,23.0,21.0,51.02,15.72,23.0,74.0,31.0,42.09,13.0,44.0,5.0,9.0,26.0,7.0,2.1,2.0,28.0,70.0,32.0,112.0,22052.0,552.0,1227.0,2.71,14.0,4.0,14.0,6.0,teamEdward
6.0,2.26,8.0,24.0,24.22,25.31,24.0,71.0,34.0,32.11,21.0,54.0,4.0,12.0,26.0,3.0,2.14,2.0,37.0,81.0,41.0,133.0,21131.06,703.84,1175.84,2.1,13.0,4.0,12.0,4.0,teamEdward
2.0,2.24,2.0,3.0,2.0,17.86,13.0,22.0,16.0,22.63,10.0,32.0,2.0,6.0,14.0,3.0,2.2,3.0,19.0,49.0,19.0,79.0,6748.24,329.09,376.79,2.25,8.0,4.0,8.0,3.0,teamEdward
2.0,2.25,3.0,6.0,13.11,22.23,10.0,20.0,8.0,6.44,11.0,12.0,4.0,4.0,8.0,3.0,2.11,6.0,10.0,14.0,10.0,24.0,401.66,91.92,24.2,2.5,4.0,4.0,4.0,4.0,teamEdward
3.0,2.17,2.0,3.0,10.33,12.7,8.0,16.0,8.0,11.0,6.0,14.0,2.0,4.0,8.0,3.0,2.14,3.0,13.0,19.0,14.0,31.0,869.02,98.34,50.17,2.5,2.0,2.0,2.0,3.0,teamEdward
2.0,2.33,3.0,4.0,27.0,12.8,7.0,10.0,4.0,4.5,5.0,5.0,3.0,3.0,5.0,3.0,2.13,2.0,5.0,8.0,5.0,11.0,69.5,29.0,5.75,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,3.0,2.0,2.0,2.0,2.0,2.0,12.0,13.0,2.0,2.0,2.0,4.0,5.0,12.0,5.0,2.3,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,teamEdward
3.0,2.42,2.0,3.0,4.0,31.75,32.0,54.0,79.0,70.5,32.0,139.0,4.0,23.0,60.0,11.0,2.4,7.0,51.0,210.0,52.0,347.0,139596.59,2039.88,7757.26,2.43,2.0,2.0,2.0,8.0,teamEdward
2.0,2.5,4.0,5.0,18.67,14.2,16.0,19.0,17.0,20.0,9.0,20.0,3.0,7.0,14.0,5.0,2.29,2.0,12.0,34.0,12.0,52.0,3955.09,221.62,221.62,2.6,11.0,5.0,8.0,5.0,teamEdward
3.0,2.22,2.0,12.0,13.11,14.69,9.0,23.0,8.0,9.58,8.0,15.0,2.0,4.0,8.0,3.0,2.1,3.0,10.0,15.0,11.0,28.0,731.6,98.21,42.53,2.5,4.0,4.0,4.0,3.0,teamEdward
2.0,2.18,2.0,4.0,2.0,18.4,11.0,18.0,10.0,9.07,9.0,13.0,4.0,4.0,10.0,3.0,2.13,2.0,13.0,20.0,13.0,31.0,822.29,118.0,47.57,2.5,4.0,4.0,4.0,4.0,teamEdward
2.0,2.18,5.0,6.0,14.0,20.61,16.0,33.0,18.0,25.33,11.0,32.0,4.0,6.0,16.0,3.0,2.13,3.0,24.0,68.0,24.0,98.0,10134.78,436.26,564.93,2.25,8.0,4.0,8.0,4.0,teamEdward
2.0,3.0,2.0,2.0,2.0,2.0,2.0,13.0,20.0,2.0,2.0,2.0,3.0,7.0,17.0,6.0,2.45,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.8,2.0,2.0,2.0,6.0,teamEdward
6.0,2.38,2.0,5.0,10.0,39.9,23.0,56.0,90.0,43.66,33.0,125.0,9.0,21.0,73.0,13.0,2.35,4.0,48.0,156.0,52.0,279.0,65786.09,1581.02,3656.67,2.58,2.0,2.0,2.0,14.0,teamEdward
6.0,2.41,3.0,15.0,7.68,80.92,23.0,126.0,152.0,38.03,60.0,201.0,18.0,38.0,118.0,17.0,2.29,2.0,85.0,254.0,89.0,453.0,102423.71,2845.01,5692.1,2.42,2.0,2.0,2.0,26.0,teamEdward
2.0,2.08,12.0,18.0,45.48,28.21,14.0,43.0,4.0,15.64,13.0,27.0,3.0,3.0,5.0,3.0,2.02,2.0,15.0,56.0,15.0,81.0,4875.11,359.36,272.73,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.27,3.0,3.0,10.33,29.63,11.0,17.0,16.0,7.32,13.0,15.0,7.0,5.0,15.0,5.0,2.2,2.0,13.0,23.0,13.0,36.0,783.48,148.95,45.42,3.0,2.0,2.0,2.0,5.0,teamEdward
2.0,2.5,2.0,2.0,2.0,11.83,6.0,6.0,4.0,4.0,5.0,5.0,3.0,3.0,5.0,3.0,2.25,2.0,4.0,6.0,4.0,9.0,41.3,21.65,4.18,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,3.0,2.0,2.0,2.0,2.0,2.0,22.0,12.0,2.0,2.0,2.0,7.0,4.0,12.0,3.0,2.1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.5,2.0,2.0,2.0,4.0,teamEdward
8.0,2.05,10.0,17.0,33.11,38.01,17.0,64.0,9.0,31.66,24.0,89.0,3.0,4.0,9.0,3.0,2.03,2.0,33.0,120.0,39.0,207.0,31676.07,1069.94,1761.67,2.5,4.0,4.0,4.0,4.0,teamEdward
2.0,2.08,23.0,13.0,65.64,51.84,9.0,48.0,13.0,6.47,20.0,25.0,7.0,3.0,14.0,3.0,2.02,2.0,14.0,27.0,14.0,50.0,998.88,224.91,57.38,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.33,2.0,2.0,2.0,13.63,5.0,7.0,5.0,4.0,5.0,6.0,3.0,3.0,6.0,3.0,2.2,2.0,5.0,7.0,5.0,11.0,48.53,25.26,4.58,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.25,2.0,3.0,2.0,20.88,11.0,15.0,8.0,38.9,12.0,84.0,2.0,4.0,8.0,3.0,2.15,5.0,10.0,84.0,10.0,166.0,25708.76,698.66,1430.15,2.5,4.0,4.0,4.0,3.0,teamEdward
2.0,3.0,2.0,2.0,2.0,2.0,2.0,102.0,32.0,2.0,2.0,2.0,9.0,9.0,27.0,3.0,2.07,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.14,2.0,2.0,2.0,8.0,teamEdward
3.0,2.75,2.0,3.0,3.59,51.53,26.0,67.0,155.0,55.67,38.0,163.0,2.0,49.0,110.0,7.0,2.7199999999999998,3.0,64.0,291.0,65.0,452.0,142653.41,2660.1,7927.08,2.11,2.0,2.0,2.0,3.0,teamEdward
2.0,3.0,2.0,2.0,2.0,2.0,2.0,11.0,12.0,2.0,2.0,2.0,3.0,5.0,11.0,5.0,2.33,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,teamEdward
2.0,2.5,2.0,3.0,2.0,20.13,12.0,15.0,13.0,9.5,8.0,11.0,4.0,5.0,12.0,3.0,2.23,2.0,8.0,27.0,8.0,36.0,1022.0,138.0,58.67,2.33,2.0,2.0,2.0,4.0,teamEdward
6.0,2.19,4.0,5.0,22.69,26.91,20.0,38.0,23.0,20.53,19.0,37.0,5.0,7.0,20.0,5.0,2.14,2.0,25.0,57.0,29.0,92.0,8555.83,463.64,477.21,2.6,9.0,4.0,8.0,5.0,teamEdward
2.0,2.2,2.0,2.0,2.0,12.05,12.0,14.0,8.0,14.5,6.0,12.0,2.0,4.0,8.0,3.0,2.17,4.0,12.0,25.0,12.0,35.0,1572.53,127.64,89.25,2.5,4.0,4.0,4.0,3.0,teamEdward
4.0,2.33,5.0,9.0,35.33,12.98,16.0,26.0,13.0,26.0,9.0,26.0,3.0,6.0,11.0,3.0,2.17,2.0,12.0,38.0,14.0,62.0,6326.94,265.54,353.39,2.25,7.0,4.0,6.0,4.0,teamEdward
6.0,2.08,2.0,12.0,12.53,78.14,15.0,52.0,15.0,15.84,33.0,68.0,7.0,5.0,14.0,3.0,2.06,2.0,36.0,129.0,40.0,195.0,14583.44,1055.67,812.08,2.33,6.0,4.0,6.0,5.0,teamEdward
6.0,2.23,15.0,31.0,34.68,29.83,22.0,91.0,33.0,27.26,21.0,50.0,6.0,11.0,26.0,7.0,2.1,4.0,37.0,87.0,41.0,135.0,17760.95,704.96,988.61,2.56,9.0,4.0,8.0,8.0,teamEdward
2.0,2.6,2.0,3.0,2.0,11.15,14.0,15.0,21.0,21.2,7.0,18.0,2.0,8.0,17.0,7.0,2.46,5.0,12.0,29.0,12.0,45.0,3376.61,177.76,189.48,2.83,2.0,2.0,2.0,3.0,teamEdward
2.0,2.35,3.0,3.0,6.76,24.92,20.0,25.0,29.0,23.71,19.0,43.0,5.0,9.0,24.0,3.0,2.3,5.0,22.0,58.0,22.0,99.0,10801.55,499.54,601.98,2.14,2.0,2.0,2.0,6.0,teamEdward
2.0,2.05,8.0,5.0,24.22,100.33,7.0,34.0,23.0,8.82,24.0,62.0,3.0,3.0,24.0,3.0,2.03,3.0,23.0,83.0,23.0,143.0,4573.18,672.44,255.95,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.33,5.0,6.0,22.0,19.71,22.0,23.0,16.0,25.0,12.0,25.0,3.0,6.0,14.0,5.0,2.19,3.0,14.0,62.0,14.0,85.0,9369.25,409.27,522.4,2.75,7.0,4.0,6.0,4.0,teamEdward
2.0,2.15,3.0,5.0,6.76,29.92,16.0,28.0,11.0,12.27,17.0,24.0,5.0,5.0,10.0,3.0,2.12,3.0,22.0,39.0,22.0,61.0,2944.64,288.62,165.48,2.33,2.0,2.0,2.0,5.0,teamEdward
2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,teamEdward
4.0,2.44,2.0,3.0,24.22,13.77,19.0,14.0,13.0,15.81,10.0,15.0,2.0,6.0,11.0,5.0,2.33,3.0,9.0,24.0,11.0,37.0,2247.01,164.53,126.72,2.75,7.0,4.0,6.0,3.0,teamEdward
3.0,2.37,3.0,7.0,4.17,79.21,20.0,100.0,155.0,44.88,53.0,245.0,18.0,36.0,123.0,19.0,2.35,4.0,92.0,301.0,93.0,544.0,141977.76,3312.82,7889.54,2.5,2.0,2.0,2.0,32.0,teamEdward
2.0,2.12,2.0,7.0,2.0,23.41,12.0,26.0,11.0,13.11,11.0,22.0,5.0,4.0,11.0,3.0,2.08,3.0,19.0,38.0,19.0,58.0,2645.15,239.88,148.84,2.5,4.0,4.0,4.0,4.0,teamEdward
3.0,2.21,3.0,7.0,15.33,16.310000000000002,12.0,24.0,16.0,13.43,9.0,18.0,5.0,5.0,15.0,3.0,2.14,2.0,15.0,26.0,16.0,42.0,1870.55,165.5,105.81,2.33,6.0,4.0,6.0,5.0,teamEdward
7.0,2.11,15.0,27.0,38.73,34.79,21.0,78.0,25.0,31.64,27.0,80.0,9.0,6.0,23.0,3.0,2.05,3.0,33.0,102.0,38.0,180.0,28805.52,973.78,1602.2,2.25,8.0,4.0,8.0,5.0,teamEdward
2.0,2.17,6.0,7.0,42.0,17.36,9.0,20.0,3.0,9.0,7.0,12.0,2.0,3.0,4.0,3.0,2.06,4.0,8.0,22.0,8.0,32.0,754.84,109.55,43.82,3.0,2.0,2.0,2.0,3.0,teamEdward
4.0,2.35,7.0,8.0,11.86,47.49,27.0,80.0,110.0,47.94,42.0,149.0,13.0,25.0,89.0,21.0,2.29,4.0,66.0,202.0,68.0,349.0,96000.42,2091.76,5335.25,2.83,2.0,2.0,2.0,21.0,teamEdward
3.0,2.09,11.0,15.0,52.0,32.05,13.0,36.0,4.0,11.31,15.0,24.0,3.0,3.0,5.0,3.0,2.03,4.0,12.0,41.0,13.0,63.0,2605.2,281.68,146.62,3.0,2.0,2.0,2.0,3.0,teamEdward
3.0,2.24,6.0,11.0,22.0,27.86,18.0,38.0,22.0,21.73,17.0,39.0,4.0,7.0,19.0,5.0,2.14,2.0,22.0,68.0,23.0,105.0,10071.57,512.28,561.42,2.6,9.0,4.0,8.0,6.0,teamEdward
3.0,2.25,2.0,15.0,6.17,16.740000000000002,22.0,41.0,26.0,31.17,14.0,37.0,4.0,8.0,22.0,3.0,2.15,4.0,25.0,53.0,26.0,88.0,12543.67,432.0,698.76,2.17,12.0,4.0,12.0,4.0,teamEdward
5.0,2.21,7.0,12.0,26.24,27.22,20.0,47.0,25.0,26.0,17.0,42.0,4.0,8.0,21.0,3.0,2.13,3.0,27.0,82.0,30.0,122.0,14529.86,607.33,809.1,2.17,12.0,4.0,12.0,7.0,teamEdward
2.0,2.29,2.0,3.0,2.0,14.33,10.0,12.0,8.0,9.2,7.0,11.0,2.0,4.0,8.0,3.0,2.2,2.0,9.0,17.0,9.0,26.0,641.44,90.81,37.52,2.5,4.0,4.0,4.0,3.0,teamEdward
5.0,2.32,11.0,20.0,32.0,24.91,19.0,62.0,34.0,33.57,16.0,54.0,4.0,12.0,26.0,9.0,2.17,2.0,30.0,96.0,33.0,148.0,22838.01,725.31,1270.67,2.7,17.0,4.0,14.0,7.0,teamEdward
2.0,2.17,5.0,6.0,22.0,46.04,13.0,23.0,9.0,9.43,22.0,29.0,4.0,4.0,9.0,3.0,2.1,2.0,14.0,41.0,14.0,68.0,2429.8,328.98,136.88,2.5,4.0,4.0,4.0,3.0,teamEdward
2.0,3.0,2.0,3.0,2.0,7.33,5.0,7.0,9.0,3.5,3.0,3.0,3.0,4.0,9.0,3.0,2.4,2.0,4.0,5.0,4.0,6.0,14.0,10.0,2.67,2.5,2.0,2.0,2.0,4.0,teamEdward
6.0,2.11,24.0,13.0,54.0,24.15,15.0,65.0,20.0,21.96,16.0,45.0,4.0,5.0,19.0,3.0,2.05,2.0,26.0,52.0,30.0,95.0,8830.3,444.2,492.46,2.33,2.0,2.0,2.0,4.0,teamEdward
4.0,2.2,2.0,4.0,42.0,13.59,7.0,11.0,5.0,6.38,6.0,9.0,4.0,3.0,6.0,3.0,2.11,3.0,5.0,11.0,7.0,18.0,223.89,52.72,14.33,3.0,2.0,2.0,2.0,3.0,teamEdward
6.0,2.08,19.0,20.0,41.62,32.510000000000005,16.0,77.0,14.0,29.07,17.0,60.0,3.0,5.0,13.0,3.0,2.04,4.0,34.0,114.0,38.0,172.0,22355.19,827.86,1243.84,2.33,6.0,4.0,6.0,3.0,teamEdward
2.0,2.5,2.0,5.0,2.0,19.72,12.0,19.0,18.0,12.83,8.0,15.0,4.0,6.0,16.0,3.0,2.24,2.0,10.0,37.0,10.0,50.0,2082.0,194.0,117.56,2.25,8.0,4.0,8.0,5.0,teamEdward
2.0,2.06,24.0,12.0,57.0,73.72,9.0,54.0,19.0,7.25,26.0,38.0,11.0,3.0,20.0,3.0,2.02,2.0,20.0,42.0,20.0,78.0,1978.72,378.52,111.82,3.0,2.0,2.0,2.0,3.0,teamEdward
7.0,2.12,24.0,18.0,44.19,36.17,20.0,84.0,24.0,22.57,23.0,50.0,7.0,7.0,21.0,3.0,2.06,3.0,39.0,87.0,44.0,135.0,14462.86,704.96,805.38,2.2,10.0,4.0,10.0,7.0,teamEdward
2.0,2.56,2.0,3.0,2.0,11.08,14.0,14.0,16.0,20.0,7.0,17.0,2.0,7.0,13.0,7.0,2.42,5.0,11.0,27.0,11.0,42.0,2944.97,165.5,165.5,3.0,2.0,2.0,2.0,3.0,teamEdward
9.0,2.41,2.0,6.0,43.18,13.6,21.0,25.0,17.0,33.21,9.0,25.0,2.0,9.0,12.0,3.0,2.3,5.0,12.0,56.0,19.0,79.0,11299.51,363.93,629.64,2.14,2.0,2.0,2.0,3.0,teamEdward
2.0,2.26,2.0,2.0,2.0,27.77,17.0,22.0,14.0,12.18,16.0,21.0,3.0,7.0,11.0,3.0,2.25,6.0,21.0,37.0,21.0,56.0,2672.15,264.33,150.34,2.2,2.0,2.0,2.0,7.0,teamEdward
2.0,2.11,3.0,3.0,12.0,15.9,12.0,14.0,3.0,12.0,9.0,16.0,2.0,3.0,4.0,3.0,2.08,5.0,11.0,22.0,11.0,36.0,1391.74,140.97,79.21,3.0,2.0,2.0,2.0,3.0,teamEdward
3.0,2.2800000000000002,22.0,7.0,57.26,19.71,17.0,47.0,19.0,15.85,15.0,26.0,4.0,7.0,16.0,3.0,2.11,2.0,19.0,29.0,20.0,53.0,3396.73,247.18,190.6,2.2,2.0,2.0,2.0,6.0,teamEdward
2.0,2.14,2.0,4.0,2.0,19.94,11.0,13.0,4.0,8.75,8.0,11.0,3.0,3.0,5.0,3.0,2.09,3.0,9.0,24.0,9.0,33.0,819.52,123.11,47.42,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.4,2.0,2.0,2.0,17.5,10.0,8.0,8.0,6.67,8.0,9.0,3.0,4.0,8.0,3.0,2.33,5.0,7.0,14.0,7.0,21.0,339.59,74.34,20.75,2.5,2.0,2.0,2.0,4.0,teamEdward
2.0,2.5,2.0,2.0,2.0,18.74,12.0,7.0,5.0,9.0,7.0,9.0,3.0,3.0,6.0,3.0,2.2,2.0,4.0,25.0,4.0,32.0,822.45,119.21,47.58,3.0,2.0,2.0,2.0,3.0,teamEdward
6.0,2.2800000000000002,5.0,6.0,10.97,67.4,28.0,85.0,125.0,44.25,62.0,197.0,25.0,23.0,106.0,13.0,2.25,3.0,73.0,237.0,77.0,432.0,116751.16,2765.29,6488.06,2.52,2.0,2.0,2.0,22.0,teamEdward
2.0,2.4699999999999998,2.0,5.0,2.0,22.6,20.0,24.0,33.0,32.379999999999995,18.0,56.0,6.0,10.0,27.0,5.0,2.36,4.0,19.0,71.0,19.0,125.0,19009.4,627.76,1057.97,2.38,2.0,2.0,2.0,7.0,teamEdward
2.0,2.5,2.0,4.0,2.0,22.0,13.0,18.0,18.0,12.21,9.0,15.0,5.0,6.0,16.0,3.0,2.25,2.0,10.0,38.0,10.0,51.0,2089.05,206.33,117.95,2.25,2.0,2.0,2.0,5.0,teamEdward
2.0,3.0,2.0,2.0,2.0,2.0,2.0,9.0,12.0,2.0,2.0,2.0,4.0,5.0,11.0,5.0,2.43,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,teamEdward
2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.5,2.0,5.0,2.0,23.13,12.0,19.0,18.0,11.29,9.0,15.0,5.0,6.0,16.0,3.0,2.24,2.0,10.0,37.0,10.0,50.0,1823.84,198.2,103.21,2.25,8.0,4.0,8.0,5.0,teamEdward
2.0,2.5,2.0,3.0,2.0,20.13,12.0,15.0,13.0,9.5,8.0,11.0,4.0,5.0,12.0,3.0,2.23,2.0,8.0,27.0,8.0,36.0,1022.0,138.0,58.67,2.33,2.0,2.0,2.0,4.0,teamEdward
3.0,2.3,3.0,3.0,11.52,12.03,19.0,25.0,19.0,37.21,9.0,31.0,3.0,8.0,15.0,8.0,2.26,4.0,21.0,50.0,22.0,79.0,12434.13,355.04,692.67,3.0,2.0,2.0,2.0,4.0,teamEdward
2.0,2.11,8.0,17.0,42.0,38.46,8.0,34.0,10.0,5.0,11.0,11.0,9.0,3.0,11.0,3.0,2.03,2.0,11.0,21.0,11.0,30.0,330.18,111.39,20.23,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.33,2.0,4.0,2.0,14.8,9.0,15.0,12.0,7.6,7.0,10.0,4.0,5.0,11.0,3.0,2.23,2.0,11.0,14.0,11.0,22.0,403.52,73.7,24.31,2.33,4.0,4.0,4.0,4.0,teamEdward
8.0,2.21,23.0,34.0,26.32,52.64,27.0,147.0,81.0,52.0,41.0,158.0,14.0,21.0,64.0,15.0,2.13,2.0,86.0,268.0,92.0,424.0,126602.0,2534.0,7035.33,2.68,31.0,4.0,24.0,12.0,teamEdward
2.0,2.2,2.0,2.0,2.0,20.28,9.0,9.0,5.0,7.0,9.0,12.0,4.0,3.0,6.0,3.0,2.14,3.0,7.0,16.0,7.0,26.0,458.88,93.38,27.38,3.0,2.0,2.0,2.0,3.0,teamEdward
3.0,2.14,12.0,9.0,36.38,39.4,16.0,44.0,16.0,19.11,20.0,46.0,6.0,5.0,15.0,3.0,2.07,2.0,23.0,86.0,24.0,130.0,10953.11,642.0,610.4,2.33,6.0,4.0,6.0,5.0,teamEdward
2.0,2.4,2.0,3.0,2.0,20.8,15.0,14.0,18.0,13.0,15.0,24.0,5.0,6.0,16.0,5.0,2.33,5.0,12.0,24.0,12.0,46.0,2277.01,208.82,128.39,2.75,2.0,2.0,2.0,5.0,teamEdward
2.0,2.17,2.0,2.0,2.0,17.86,9.0,10.0,4.0,5.5,8.0,8.0,3.0,3.0,5.0,3.0,2.13,3.0,8.0,11.0,8.0,17.0,196.27,57.51,12.79,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,3.0,2.0,2.0,2.0,15.29,8.0,3.0,8.0,5.0,6.0,6.0,2.0,4.0,8.0,3.0,4.0,2.0,2.0,10.0,2.0,14.0,121.59,41.86,8.64,2.5,2.0,2.0,2.0,3.0,teamEdward
3.0,2.4,9.0,11.0,68.67,13.72,12.0,25.0,7.0,10.0,7.0,10.0,2.0,4.0,7.0,3.0,2.09,2.0,6.0,18.0,7.0,26.0,752.12,95.77,43.67,2.5,5.0,5.0,4.0,3.0,teamEdward
2.0,2.17,3.0,7.0,16.29,21.22,13.0,16.0,5.0,8.190000000000001,10.0,11.0,4.0,3.0,6.0,3.0,2.07,3.0,8.0,21.0,8.0,30.0,737.95,120.94,42.89,3.0,2.0,2.0,2.0,3.0,teamEdward
2.0,2.5,2.0,3.0,2.0,14.11,9.0,13.0,8.0,8.42,8.0,13.0,2.0,4.0,8.0,3.0,2.18,6.0,6.0,12.0,6.0,23.0,500.63,79.71,29.7,2.5,4.0,4.0,4.0,3.0,teamEdward
3.0,2.17,3.0,8.0,12.53,22.8,15.0,29.0,11.0,15.72,11.0,21.0,3.0,5.0,10.0,5.0,2.11,3.0,19.0,47.0,20.0,66.0,3918.37,287.4,219.58,3.0,5.0,5.0,4.0,3.0,teamEdward
3.0,2.21,2.0,7.0,9.14,21.01,18.0,23.0,12.0,16.67,14.0,24.0,3.0,5.0,11.0,3.0,2.14,3.0,15.0,38.0,16.0,60.0,4091.46,280.83,229.19,2.33,6.0,4.0,6.0,3.0,teamJacob
3.0,2.25,2.0,5.0,27.0,13.58,6.0,12.0,3.0,4.67,5.0,6.0,2.0,3.0,4.0,3.0,2.1,2.0,5.0,9.0,6.0,13.0,84.35,32.879999999999995,6.57,3.0,2.0,2.0,2.0,3.0,teamJacob
8.0,2.12,13.0,21.0,24.08,43.36,18.0,100.0,33.0,34.0,22.0,82.0,3.0,10.0,27.0,10.0,2.08,3.0,62.0,178.0,68.0,258.0,42354.03,1325.5,2354.89,3.0,13.0,4.0,10.0,7.0,teamJacob
